File,Current Memory (MB),Peak Memory (MB),Elapsed Time (seconds),Result Length,Result
27,0.32437705993652344,0.6775217056274414,1.1447103023529053,4,"['sao_paulo', 'natal', 'natal', 'manaus']"
28,0.3341951370239258,0.8244781494140625,3.711984634399414,5,"['sao_paulo', 'fortaleza', 'natal', 'natal', 'manaus']"
29,0.36461925506591797,1.638188362121582,5.2608232498168945,5,"['sao_paulo', 'joao_pessoa', 'natal', 'natal', 'manaus']"
30,0.3671445846557617,1.7148942947387695,5.947155237197876,7,"['sao_paulo', 'belo_horizonte', 'joao_pessoa', 'natal', 'natal', 'joao_pessoa', 'manaus']"
31,0.36621856689453125,2.696969985961914,3.3132433891296387,5,"['sao_paulo', 'recife', 'natal', 'natal', 'manaus']"
32,0.3785562515258789,2.696969985961914,3.3091914653778076,6,"['sao_paulo', 'joao_pessoa', 'recife', 'natal', 'natal', 'manaus']"
33,0.39498233795166016,2.772104263305664,2.817685127258301,7,"['sao_paulo', 'joao_pessoa', 'natal', 'natal', 'joao_pessoa', 'sao_paulo', 'manaus']"
34,0.39153099060058594,2.772104263305664,2.773707151412964,5,"['sao_paulo', 'manaus', 'natal', 'natal', 'manaus']"
35,0.3980216979980469,12.889516830444336,3.927841901779175,6,"['sao_paulo', 'natal', 'natal', 'sao_paulo', 'salvador', 'manaus']"
36,0.4080781936645508,12.889516830444336,2.3711178302764893,5,"['sao_paulo', 'recife', 'natal', 'natal', 'manaus']"
37,0.3733663558959961,12.889516830444336,7.762102365493774,7,"['sao_paulo', 'belo_horizonte', 'natal', 'natal', 'fortaleza', 'rio_de_janeiro', 'manaus']"
38,0.3422412872314453,12.889516830444336,9.247816801071167,11,"['sao_paulo', 'manaus', 'salvador', 'joao_pessoa', 'recife', 'natal', 'natal', 'recife', 'joao_pessoa', 'salvador', 'manaus']"
39,0.25159549713134766,12.889516830444336,5.672096490859985,4,"['sao_paulo', 'natal', 'natal', 'manaus']"
